Dates,usdacmecftc,customdict
2005-03-10,1.3044685535064031,1.9801280283749123
2005-03-11,1.4666525035081146,2.0348443609816385
2005-03-12,1.468275573168586,1.8476904573452544
2005-03-13,1.468275573168586,1.8476904573452544
2005-03-14,1.4507188799660853,2.0597140549227198
2005-03-15,1.4428028109057118,2.0053670648324107
2005-03-16,1.4441936946415734,2.0540826165876025
2005-03-17,1.4727986034898592,2.05738537743326
2005-03-18,1.495054618977003,2.0932240620999853
2005-03-19,0.6524874426746518,0.7968243745282885
2005-03-20,1.6120963013417713,1.5558610638692156
2005-03-21,1.4314945514254702,2.0474318012266077
2005-03-22,1.373585684663175,2.097512744854205
2005-03-23,1.381911278850005,1.9529828509062352
2005-03-24,1.3045941887648609,2.0065490055651862
2005-03-25,1.1922988681976776,1.700162690874543
2005-03-26,1.1922988681976776,1.700162690874543
2005-03-27,1.1922988681976776,1.700162690874543
2005-03-28,1.4720790267209864,1.9905173109267515
2005-03-29,1.4758656375989854,2.05638721460603
2005-03-30,1.4723948362237969,2.1130461112873693
2005-03-31,1.351020644387852,1.954356740402364
2005-04-01,1.5256053184652294,2.084598367116852
2005-04-02,0.5644987698913906,1.4040000280563458
2005-04-03,1.7087008024880386,2.1345363594574223
2005-04-04,1.3924721854101965,1.9425127689212769
2005-04-05,1.4859290901934714,2.083466916440443
2005-04-06,1.5496958684870932,1.995843254812833
2005-04-07,1.50321029570537,2.0707946091525544
2005-04-08,1.5221550123370693,2.0411970051603467
2005-04-09,1.5221550123370693,2.0411970051603467
2005-04-10,1.5221550123370693,2.0411970051603467
2005-04-11,1.3057751396569983,1.9166714152303
2005-04-12,1.4658860810826373,2.039837020583279
2005-04-13,1.4710551197510757,2.0333663176633863
2005-04-14,1.315968019184545,1.8626813438595533
2005-04-15,1.3842124513588951,2.033676280221673
2005-04-16,0.5825052830748346,1.6611061288573057
2005-04-17,0.5825052830748346,1.6611061288573057
2005-04-18,1.3806008458697208,2.0051870689748568
2005-04-19,1.5994235288296117,2.0235622229129087
2005-04-20,1.4289201220322774,2.0047956243084566
2005-04-21,1.5957310901393085,2.0513447739221795
2005-04-22,1.5435953010190901,2.093315862649057
2005-04-23,1.7437651885196277,2.0605960478863485
2005-04-24,1.7437651885196277,2.0605960478863485
2005-04-25,1.2540135742758691,1.862295505526082
2005-04-26,1.5159415334409223,2.027647725834792
2005-04-27,1.3735068401693609,1.9123685689077985
2005-04-28,1.4858796212759635,1.995324029367994
2005-04-29,1.2887100133140894,1.852682909174992
2005-04-30,1.2887100133140894,1.852682909174992
2005-05-01,1.1841039612620046,1.4404647798405719
2005-05-02,1.416335021161299,1.9601330059010451
2005-05-03,1.434139507021324,1.9665017320810805
2005-05-04,1.3751172724475866,1.9854487253894382
2005-05-05,1.4617500748478802,2.052316413377971
2005-05-06,1.5094719059616022,2.027366809490617
2005-05-07,1.5094719059616022,2.027366809490617
2005-05-08,0.9089071056251404,1.6204998161980615
2005-05-09,1.3116004257479674,1.9621162340638945
2005-05-10,1.6180188056912534,2.155684077994382
2005-05-11,1.6487631201546669,2.1288419451852736
2005-05-12,1.5544414124361292,2.1373360065757923
2005-05-13,1.5622097983699292,2.05936543449588
2005-05-14,1.400880635726015,1.6086919057940157
2005-05-15,1.400880635726015,1.6086919057940157
2005-05-16,1.4375434949681771,1.9713864960462264
2005-05-17,1.7129447815348442,2.128778996835976
2005-05-18,1.716268737001583,2.149174817738713
2005-05-19,1.5179853617253969,2.1034699977214526
2005-05-20,1.4863529647207419,2.071360883148396
2005-05-21,1.1745378663020596,1.6485469083416509
2005-05-22,0.2117469204778292,1.025877512447719
2005-05-23,1.4256953538504298,1.9759487910076132
2005-05-24,1.6752561138814912,2.1525156115530417
2005-05-25,1.560115516080267,2.0839448983982574
2005-05-26,1.4458480867269408,1.9698832176624288
2005-05-27,1.440468167000715,2.1186442979157265
2005-05-28,0.7423189808606001,1.4427800635260102
2005-05-29,0.7423189808606001,1.4427800635260102
2005-05-30,0.7417239108181217,1.0621232051507434
2005-05-31,1.43138238398398,1.9956355046960617
2005-06-01,1.5184378675328547,2.02350981396714
2005-06-02,1.434071682464466,1.988850648998954
2005-06-03,1.5733958356614568,2.109945735682485
2005-06-04,1.5733958356614568,2.109945735682485
2005-06-05,0.6466749764912143,1.023518024461274
2005-06-06,1.4280379208903973,2.012748674629372
2005-06-07,1.4580624866355814,1.9762875452802156
2005-06-08,1.423924172916648,1.9367972724354017
2005-06-09,1.5950997379479581,2.1376605103678203
2005-06-10,1.5394457545708722,2.0766528915000517
2005-06-11,1.357626894012817,1.5951901854950539
2005-06-12,1.1042187344830554,1.8949746379404653
2005-06-13,1.4174634817281748,1.9878596775047133
2005-06-14,1.473264855556493,2.1199577132817766
2005-06-15,1.5124022762133449,2.076741606196329
2005-06-16,1.660634736548805,2.153887507652826
2005-06-17,1.6612982442994393,2.167108509253166
2005-06-18,0.9652177235885498,1.1111783429175417
2005-06-19,0.602934901748235,1.8327243906752733
2005-06-20,1.4792217225737798,2.0014879432234878
2005-06-21,1.498139812031205,2.142285475026509
2005-06-22,1.5462511592629755,2.1374719899151478
2005-06-23,1.4452241792400415,2.1018952665059394
2005-06-24,1.5948444084672446,2.082321178452251
2005-06-25,1.0501617704115638,1.3643705272420728
2005-06-26,1.0501617704115638,1.3643705272420728
2005-06-27,1.4788417186436609,2.0461346211730413
2005-06-28,1.4419853760222832,2.0606168432276792
2005-06-29,1.5038186731003762,2.082316713972688
2005-06-30,1.4270907740340866,2.00724803661233
2005-07-01,1.6134671451888185,2.0901188327993383
2005-07-02,0.8857407378571326,1.381029755459823
2005-07-03,1.1303015690353253,1.7338574192654597
2005-07-04,1.0910934497431073,1.7561825623378158
2005-07-05,1.3786775446469042,2.011073220726611
2005-07-06,1.4780272303606523,2.0648268548990565
2005-07-07,1.4553665210978919,2.0557130588740917
2005-07-08,1.6065450540378918,2.185019296322405
2005-07-09,1.6065450540378918,2.185019296322405
2005-07-10,1.318179066998446,1.6139550167259045
2005-07-11,1.4919182731611784,2.018736461405917
2005-07-12,1.5678357769266211,2.064735347560239
2005-07-13,1.4270870444841357,2.0324042189839195
2005-07-14,1.3526594840017157,2.0681078419723447
2005-07-15,1.4326544809739232,2.0823920093656705
2005-07-16,1.1398115041465278,1.5201053479330342
2005-07-17,0.6537237121001579,1.8647436017216024
2005-07-18,1.4615456312011368,2.06624959764264
2005-07-19,1.667274859815262,2.165592272231093
2005-07-20,1.654521154356636,2.2275746493471016
2005-07-21,1.478189113613613,2.1132576121606736
2005-07-22,1.3617895214759421,1.9667163606035063
2005-07-23,1.3617895214759421,1.9667163606035063
2005-07-24,1.1185327889696737,1.9586628561373916
2005-07-25,1.4675178493113632,2.0153315746662317
2005-07-26,1.4750231502403648,2.0368159623260547
2005-07-27,1.4294833313302966,2.043412863962452
2005-07-28,1.4006416608443064,1.9452645083251032
2005-07-29,1.3508865828928194,2.0101231347015123
2005-07-30,0.5277285722483808,1.1049651385902657
2005-07-31,0.5277285722483808,1.1049651385902657
2005-08-01,1.4517962797532258,2.0611639279681118
2005-08-02,1.4836108625340088,2.114671701552944
2005-08-03,1.3961673511274406,2.0469876368324305
2005-08-04,1.394769513131882,2.0041967304965325
2005-08-05,1.4396337102141838,2.067750170861487
2005-08-06,1.4396337102141838,2.067750170861487
2005-08-07,1.4938832812843938,1.4822921224008696
2005-08-08,1.461705130953315,2.0356926503421944
2005-08-09,1.3963490984738915,2.069584992032897
2005-08-10,1.5291057015608636,2.108537059594026
2005-08-11,1.4722702790858158,2.1300347340315056
2005-08-12,1.4676352695364383,1.9963533251133776
2005-08-13,1.4676352695364383,1.9963533251133776
2005-08-14,1.4707989391081968,1.5020612085345295
2005-08-15,1.4611344800662258,2.031393798391308
2005-08-16,1.5859917334186502,2.1807645630697747
2005-08-17,1.41636486539438,1.9883659315467337
2005-08-18,1.399106593218479,2.0928099990527067
2005-08-19,1.4173826626043176,2.011057052258312
2005-08-20,1.4173826626043176,2.011057052258312
2005-08-21,1.4173826626043176,2.011057052258312
2005-08-22,1.4389858328559246,2.063586093470427
2005-08-23,1.44653623365491,2.0914279283576187
2005-08-24,1.5510327156229162,2.0655503740985917
2005-08-25,1.5760926966679132,2.10942584297446
2005-08-26,1.480942592056908,2.150042934513789
2005-08-27,1.2458222367597065,1.5306699669450412
2005-08-28,0.6351643798767984,0.9598889300593704
2005-08-29,1.4785708570414324,2.060708668251452
2005-08-30,1.4928937066054346,2.0862171117591832
2005-08-31,1.3384773396337926,1.9944028563356797
2005-09-01,1.3025226316060543,2.043470987786132
2005-09-02,1.4370455995034774,1.9515485254663798
2005-09-03,1.4370455995034774,1.9515485254663798
2005-09-04,1.0872286790563437,1.38439778516527
2005-09-05,1.0952811751593303,1.6539493367708642
2005-09-06,1.4713094806071814,2.0777041155729847
2005-09-07,1.530218353056645,2.080820709927664
2005-09-08,1.3471522959337427,1.9796092564818064
2005-09-09,1.5221181387829361,2.031445660698865
2005-09-10,1.5221181387829361,2.031445660698865
2005-09-11,1.5221181387829361,2.031445660698865
2005-09-12,1.4572402652541858,2.0480915539641917
2005-09-13,1.646419052620013,2.154317836113351
2005-09-14,1.4766020301562452,2.067996105666288
2005-09-15,1.5436590112379691,2.106724978519724
2005-09-16,1.4765562928023623,1.989059430994316
2005-09-17,1.0274316112302175,1.3689496691825176
2005-09-18,1.0274316112302175,1.3689496691825176
2005-09-19,1.542249562904031,2.091404735024374
2005-09-20,1.6256860224834826,2.139162217232872
2005-09-21,1.4598104010089576,2.052076164110146
2005-09-22,1.4704734780253403,2.052744104268135
2005-09-23,1.4747626777502036,1.9625869495805583
2005-09-24,1.4747626777502036,1.9625869495805583
2005-09-25,1.2074736294581483,1.3237465926158731
2005-09-26,1.4513326466035767,2.044112858961179
2005-09-27,1.4865036534640632,2.1261564667153166
2005-09-28,1.6072303626368851,2.0892514763011096
2005-09-29,1.582065470291329,2.131642762155568
2005-09-30,1.3988103087816661,1.9894804595175428
2005-10-01,0.9842703195034116,1.57131991815816
2005-10-02,0.9842703195034116,1.57131991815816
2005-10-03,1.541465203425049,2.116580815118261
2005-10-04,1.6083554145842562,2.190300759475833
2005-10-05,1.4391697206038727,1.9793496080141773
2005-10-06,1.4387665107111085,1.9663699777926296
2005-10-07,1.4977397043244538,1.9787655312410342
2005-10-08,1.4977397043244538,1.9787655312410342
2005-10-09,0.427772515560071,1.0464307459589737
2005-10-10,1.43299158922344,1.9472418608934876
2005-10-11,1.5437590468424136,2.0251951327040647
2005-10-12,1.5331717201334618,2.13672737751012
2005-10-13,1.4710259837623834,2.071786573688974
2005-10-14,1.4905211220582089,2.095650322649996
2005-10-15,1.1224950731046923,1.865729431576792
2005-10-16,1.1224950731046923,1.865729431576792
2005-10-17,1.450297508933574,2.001751805952081
2005-10-18,1.6563692731957191,2.143044348465013
2005-10-19,1.5094998028282764,2.099194330498252
2005-10-20,1.5843504338998835,2.098259514419309
2005-10-21,1.5912370389010213,2.1063845974025623
2005-10-22,1.5912370389010213,2.1063845974025623
2005-10-23,1.5912370389010213,2.1063845974025623
2005-10-24,1.4252764790845742,1.9840871360987251
2005-10-25,1.4731296764189008,2.104619757553146
2005-10-26,1.4741060908737973,2.07946554055679
2005-10-27,1.4739592094691394,2.0777655289084382
2005-10-28,1.4443656908829436,2.0859332438868416
2005-10-29,0.6328789563090635,1.3898208659134936
2005-10-30,0.6328789563090635,1.3898208659134936
2005-10-31,1.4469363204939063,1.940037282190722
2005-11-01,1.4994509564391136,2.1265396613036924
2005-11-02,1.5307555227210554,2.055737297133432
2005-11-03,1.6212430982139674,2.091383118568836
2005-11-04,1.6568378309778544,2.157843493758194
2005-11-05,0.4619534863343126,1.22121218478929
2005-11-06,0.4619534863343126,1.22121218478929
2005-11-07,1.425235130414782,2.0249330763124243
2005-11-08,1.5786203881636265,2.0724306083820165
2005-11-09,1.5317481183869748,2.0815279203198003
2005-11-10,1.5092265933461766,2.123638284544433
2005-11-11,1.589119854665639,2.2253045961495435
2005-11-12,0.2786407421869921,1.4710605080566166
2005-11-13,1.0656809125231896,1.5560129069864754
2005-11-14,1.3329643751210225,1.9302350477173984
2005-11-15,1.4734640800351289,2.0285359190566377
2005-11-16,1.387260705252729,1.9508511973891896
2005-11-17,1.6969289435725032,2.1755450860561383
2005-11-18,1.5679384285313012,2.0063034545508702
2005-11-19,1.5679384285313012,2.0063034545508702
2005-11-20,1.5679384285313012,2.0063034545508702
2005-11-21,1.542321700001841,2.066892897539339
2005-11-22,1.6249818871146235,2.191200944496185
2005-11-23,1.4779373377029237,2.077578106373362
2005-11-24,1.0686439774299172,1.4811658352217223
2005-11-25,1.4276111481158538,2.0208714991882024
2005-11-26,1.4276111481158538,2.0208714991882024
2005-11-27,1.0457424554250068,1.4709727289339083
2005-11-28,1.3914384678294123,1.9749970899710716
2005-11-29,1.527727723557483,2.1372159654504155
2005-11-30,1.5899099532873602,2.110475688761484
2005-12-01,1.4752295509144029,2.0406582737140053
2005-12-02,1.4417963123333686,2.076839104772631
2005-12-03,0.980954800670432,1.2076684767381385
2005-12-04,0.5078102032919896,1.2493703597327015
2005-12-05,1.4566863180007683,1.963017834953192
2005-12-06,1.4109477265821146,1.9851775200920585
2005-12-07,1.4416882510153748,2.0481003747144637
2005-12-08,1.6412979246569337,2.17036830168724
2005-12-09,1.4869534714761066,2.0386327624617264
2005-12-10,0.3102017106405295,1.3291273552051055
2005-12-11,0.684954763953483,1.7764549919499286
2005-12-12,1.3930489439703218,1.9910271159297903
2005-12-13,1.4513260350993438,1.9374541512267052
2005-12-14,1.3021016456926542,1.870951060124237
2005-12-15,1.476662714057155,1.9603985673904332
2005-12-16,1.4956755358949403,1.9984933970628167
2005-12-17,0.5154681776584167,1.3246635379585936
2005-12-18,0.7597666898924298,1.3720261007597845
2005-12-19,1.410503047147299,1.933777629340058
2005-12-20,1.3889038903171853,1.9855058631525948
2005-12-21,1.3998325246953558,2.0115977646054573
2005-12-22,1.430962524239853,1.9337393182602027
2005-12-23,1.4642676884031671,2.049468442165585
2005-12-24,0.6897299827551825,1.1916966584766784
2005-12-25,0.6897299827551825,1.1916966584766784
2005-12-26,1.129322406398232,1.6252790485607869
2005-12-27,1.4439240885388087,2.001106960967634
2005-12-28,1.5023780359494296,2.0789691800822254
2005-12-29,1.5048617329463692,2.07195316051286
2005-12-30,1.5549309473842527,2.07198772877967
2005-12-31,1.5549309473842527,2.07198772877967
2006-01-01,1.5549309473842527,2.07198772877967
2006-01-02,1.4424779241914696,1.7391023211537626
2006-01-03,1.5080195937589456,2.1460188856477638
2006-01-04,1.5537210089566682,2.1153381222979606
2006-01-05,1.4850841900667315,2.091872626674488
2006-01-06,1.4609864406391164,2.043739703503235
2006-01-07,1.2173403003864014,1.432077756163119
2006-01-08,1.4555906991400582,1.9442563365909185
2006-01-09,1.4416765374643847,2.030827585609929
2006-01-10,1.2718130072151057,2.0480719864833765
2006-01-11,1.476419855733555,2.0914796221308496
2006-01-12,1.5004039672791232,2.0492914053791824
2006-01-13,1.4749041452313183,1.9658107870181685
2006-01-14,0.5632487369087678,1.2055217205206052
2006-01-15,0.5632487369087678,1.2055217205206052
2006-01-16,1.3503937124099217,1.7509166324247938
2006-01-17,1.3890471505969018,1.9760285430805944
2006-01-18,1.5007668754598926,2.103076423197959
2006-01-19,1.494097300965296,2.0726070543486816
2006-01-20,1.4901523131852268,2.0793718224186204
2006-01-21,1.211599841399145,1.3479327016745657
2006-01-22,0.8563778538219742,1.2004687523829558
2006-01-23,1.4734975990931058,2.051111294794219
2006-01-24,1.4955556137036865,2.0941646790317408
2006-01-25,1.505499845345316,2.1215502579518506
2006-01-26,1.331462927906844,2.021087443257096
2006-01-27,1.4449745043385929,2.053192305779242
2006-01-28,1.2345093026886684,1.5095036591130122
2006-01-29,1.2345093026886684,1.5095036591130122
2006-01-30,1.497446528998692,2.0360597446729565
2006-01-31,1.4462652830616578,2.112011141473369
2006-02-01,1.4503103640708783,2.047385146146334
2006-02-02,1.4426526825377541,1.996375828633798
2006-02-03,1.5261069817189123,2.1161837052240906
2006-02-04,0.3603539483050897,0.5487973190095533
2006-02-05,0.22283637035895626,1.0314679043194759
2006-02-06,1.4151305989967131,1.945741217434379
2006-02-07,1.4087004050013567,2.0238134955474822
2006-02-08,1.5348549328590764,2.027056674973243
2006-02-09,1.3936077166197731,1.991592982790208
2006-02-10,1.5367912525800114,2.1190734894183954
2006-02-11,0.8256554598028182,1.3429962707763357
2006-02-12,0.9716476596820746,1.2224108217139011
2006-02-13,1.4324204779033938,2.0226979572599504
2006-02-14,1.4714548860349457,2.0248534804366742
2006-02-15,1.4512087773744389,1.9920667664411689
2006-02-16,1.4202909897442884,1.9710322168271848
2006-02-17,1.4875313886555228,2.0521649799338166
2006-02-18,0.7718935897900724,1.44902452568131
2006-02-19,1.1413045448030654,1.5568045764814331
2006-02-20,1.2840275181120364,1.5284390108038175
2006-02-21,1.461909221710595,2.017766977513554
2006-02-22,1.456225039113059,2.016620607877532
2006-02-23,1.4142492087028458,2.002839478250374
2006-02-24,1.5510579346218436,2.074956924909544
2006-02-25,1.5510579346218436,2.074956924909544
2006-02-26,1.5510579346218436,2.074956924909544
2006-02-27,1.5137938434574574,2.0668483170437204
2006-02-28,1.4713749309151751,2.1004900386727337
2006-03-01,1.521402291989676,2.0488182819356062
2006-03-02,1.4037258907359302,2.065723606733961
2006-03-03,1.5596287665859474,2.1297133670657056
2006-03-04,0.5693718271764672,1.1533892057548911
2006-03-05,0.5693718271764672,1.1533892057548911
2006-03-06,1.490060958464223,2.0137034472040227
2006-03-07,1.4722864906288993,2.1105711988406872
2006-03-08,1.5624532829275417,2.1032712487795155
2006-03-09,1.4613655061003876,2.033702077203229
2006-03-10,1.5713056799915563,2.121827248419748
2006-03-11,1.227223767112002,1.5535381376681514
2006-03-12,0.8993702593149179,1.4313585002023013
2006-03-13,1.473705853209108,2.064990965288986
2006-03-14,1.4731889600624353,2.0902797176854184
2006-03-15,1.4736309818238966,2.0601400938151966
2006-03-16,1.5700517235927336,2.0888057121189654
2006-03-17,1.5140542888861406,2.0611926699853966
2006-03-18,1.5140542888861406,2.0611926699853966
2006-03-19,1.5140542888861406,2.0611926699853966
2006-03-20,1.572120941310914,2.0680969380142025
2006-03-21,1.4922986512857197,2.008087445833429
2006-03-22,1.4891961499888122,2.040799332926301
2006-03-23,1.5611207863005434,2.0695144253068176
2006-03-24,1.5928942363283651,2.1002284461967857
2006-03-25,0.7066119693314363,1.2663820572532272
2006-03-26,0.5125506088866176,1.3477888029248806
2006-03-27,1.4106528022545204,2.0218587876327385
2006-03-28,1.4710216539128402,1.9574866683972345
2006-03-29,1.631123697943249,2.0946443874981067
2006-03-30,1.5647229902843838,2.1053300674005437
2006-03-31,1.5498024425865269,2.1104889116487877
2006-04-01,0.8898972797812008,1.4117280344207543
2006-04-02,0.7657789267792481,1.1190285771474968
2006-04-03,1.5506835641466346,2.050642226324212
2006-04-04,1.5203401770899958,2.0610241426321414
2006-04-05,1.5990756062204103,2.076389338676912
2006-04-06,1.5840929665836934,2.1111175118522736
2006-04-07,1.5704734972694367,2.113083171587305
2006-04-08,1.2232949129460124,1.693880900558015
2006-04-09,0.6465111317459252,1.8190548832824605
2006-04-10,1.4752690295699034,1.9943007022336507
2006-04-11,1.5052614377669098,2.063081208763554
2006-04-12,1.5772259742119847,2.071674233147419
2006-04-13,1.5893503996176044,2.1377474746831293
2006-04-14,1.5629990621372478,2.202354332725918
2006-04-15,1.1583585014233333,1.6433482070900567
2006-04-16,1.1583585014233333,1.6433482070900567
2006-04-17,1.4611242005121732,2.0251651776715436
2006-04-18,1.4881769820773625,2.0458053767888282
2006-04-19,1.4447057108565022,2.0293629547975214
2006-04-20,1.5740898538250578,2.07376204248957
2006-04-21,1.5596114605042652,2.10218500651183
2006-04-22,1.1245171723821898,1.7348534253974666
2006-04-23,1.1245171723821898,1.7348534253974666
2006-04-24,1.4477295964702803,2.0346285782288347
2006-04-25,1.5916629186958469,2.070176801241117
2006-04-26,1.4755094314927146,2.0238608769735595
2006-04-27,1.4232902212392633,1.9971133938474042
2006-04-28,1.5932974562192026,2.055966225338889
2006-04-29,1.2958107282926516,1.2481518105333431
2006-04-30,1.2958107282926516,1.2481518105333431
2006-05-01,1.4921067341335694,2.0155494133895933
2006-05-02,1.474678260026974,2.0097619914698623
2006-05-03,1.5225222997117198,2.041881901880192
2006-05-04,1.5314547912836916,2.0205732649668606
2006-05-05,1.5976473133950362,2.0079752460311653
2006-05-06,1.1817945085082413,1.726904787182819
2006-05-07,0.7852124377799062,1.495708162087881
2006-05-08,1.4754007402154885,1.999542546148668
2006-05-09,1.555512808977904,2.069592709136681
2006-05-10,1.5672172432194567,2.076340452716762
2006-05-11,1.583693220486866,2.091861770835781
2006-05-12,1.5455365521092084,2.059575242798209
2006-05-13,1.5817763622720713,1.9158471701841395
2006-05-14,1.0317525582844995,1.4216849511625032
2006-05-15,1.5241066358795519,2.0444030806796047
2006-05-16,1.5615432614417522,2.0903298308852407
2006-05-17,1.5731364470882747,2.055722928621297
2006-05-18,1.5345597028523867,2.046390436892423
2006-05-19,1.5068176218874991,1.9355800261197984
2006-05-20,1.0597596041339017,1.3814922288818183
2006-05-21,1.0109358957007162,1.176412596010324
2006-05-22,1.3492052511590693,1.9129416621406252
2006-05-23,1.566636472186581,2.059693095247205
2006-05-24,1.5710811595485876,2.0198431035015707
2006-05-25,1.3447020746109972,1.7922984229432797
2006-05-26,1.1663331333946902,1.6587561268140094
2006-05-27,1.1663331333946902,1.6587561268140094
2006-05-28,0.5043882057096972,1.0838938989866709
2006-05-29,1.177584172485303,1.6641366786688885
2006-05-30,1.130946113577597,1.7426510669773871
2006-05-31,1.3348953159584205,1.914965448993923
2006-06-01,1.207961740724812,1.6332591244193881
2006-06-02,1.3124730608367834,1.7679603854833266
2006-06-03,0.9619635415345401,1.4813392603571116
2006-06-04,0.9619635415345401,1.4813392603571116
2006-06-05,1.5012975208270225,1.95311220402922
2006-06-06,1.5340519402023447,2.008709678580001
2006-06-07,1.4749869327320713,1.9504734557750811
2006-06-08,1.4720403286209596,1.9748569525916733
2006-06-09,1.4958316440942196,1.9681622753101269
2006-06-10,1.4978371259770935,1.8770115212040936
2006-06-11,1.049732484630562,1.3928538221890876
2006-06-12,1.4302682686470694,1.9964702452251992
2006-06-13,1.61588408451806,2.1095209853801418
2006-06-14,1.5366291887103891,2.030787779459463
2006-06-15,1.5079402564515991,2.0082961212822763
2006-06-16,1.4822197559452894,2.0099663862046686
2006-06-17,0.8042330880478105,1.2506563648600064
2006-06-18,0.8042330880478105,1.2506563648600064
2006-06-19,1.5172639085432467,2.0024720794997024
2006-06-20,1.5068858494536923,2.0964429887253395
2006-06-21,1.5351438206006236,2.0332840134132946
2006-06-22,1.4735658295036351,2.010906783986876
2006-06-23,1.576669133594922,2.0246111712661445
2006-06-24,1.5357413851410944,1.6859721294106809
2006-06-25,0.4458527453951975,1.8745960998581201
2006-06-26,1.5032765253154012,1.9822803875098347
2006-06-27,1.4788814965808392,2.01548093331202
2006-06-28,1.4688328252039038,2.0209404445686867
2006-06-29,1.5383809350279185,2.0897651748398958
2006-06-30,1.5508672723463481,2.00248663163503
2006-07-01,1.2167735789430831,1.677104308584505
2006-07-02,1.4317160229842298,1.7242644626451638
2006-07-03,1.5253693787093427,2.0395201813593955
2006-07-04,1.5366674852765734,1.504594098595644
2006-07-05,1.5680953973867569,2.05164282317458
2006-07-06,1.468155016982994,1.9646853290963648
2006-07-07,1.4133275175243678,1.9695702629060048
2006-07-08,1.4133275175243678,1.9695702629060048
2006-07-09,1.4133275175243678,1.9695702629060048
2006-07-10,1.4870480150255312,2.0477191640415544
2006-07-11,1.6009550058548714,2.103647889360774
2006-07-12,1.6066379181084705,2.078923065560501
2006-07-13,1.4936961410408656,1.9326313483212345
2006-07-14,1.5716349604326192,2.085618296024344
2006-07-15,1.4562772946009717,1.8727492996517352
2006-07-16,1.5916010481202032,1.8093680918631123
2006-07-17,1.5359380037359385,1.9773941664604835
2006-07-18,1.5523983141097497,2.0528616540432694
2006-07-19,1.6118958970143398,2.0870670367791977
2006-07-20,1.568904956141748,2.0642894285698885
2006-07-21,1.4700854656269562,2.0282876602687
2006-07-22,1.3613277353918505,1.6589736354556095
2006-07-23,1.243850911187123,1.2064763743607867
2006-07-24,1.4403951558466157,2.0219334529387503
2006-07-25,1.4808375838842898,2.0196323220590413
