Dates,usdacmecftc
2005-01-02,2.0412300898850155
2005-01-03,1.653898068165828
2005-01-04,1.5311527299528556
2005-01-05,1.6123358315215175
2005-01-06,1.5709117226047693
2005-01-07,1.506332163738065
2005-01-08,1.506332163738065
2005-01-09,1.506332163738065
2005-01-10,1.6936086972431474
2005-01-11,1.4746232243263009
2005-01-12,1.6023073606426514
2005-01-13,1.5665613228201452
2005-01-14,1.5433095900925775
2005-01-15,1.5433095900925775
2005-01-16,1.5433095900925775
2005-01-17,1.2292780459344796
2005-01-18,1.4207994228939165
2005-01-19,1.2365913673719653
2005-01-20,1.5216519085875573
2005-01-21,1.3753489077059853
2005-01-22,0.7039810914503646
2005-01-23,0.7039810914503646
2005-01-24,1.5616176366208474
2005-01-25,1.2225084195462563
2005-01-26,1.3967039054844448
2005-01-27,1.5453925538982325
2005-01-28,1.4593307015218668
2005-01-29,1.4593307015218668
2005-01-30,1.4593307015218668
2005-01-31,1.5016853639198997
2005-02-01,1.4957477925902425
2005-02-02,1.5653076747864627
2005-02-03,1.536388742592507
2005-02-04,1.445165956360301
2005-02-05,1.445165956360301
2005-02-06,1.445165956360301
2005-02-07,1.6019936321095511
2005-02-08,1.5037423260834848
2005-02-09,1.518205345157318
2005-02-10,1.3011049269773949
2005-02-11,1.2623044203412426
2005-02-12,1.2623044203412426
2005-02-13,1.2623044203412426
2005-02-14,1.3852845591108025
2005-02-15,1.4032153421197329
2005-02-16,1.4740256246032553
2005-02-17,1.361465771018565
2005-02-18,1.4491740012083631
2005-02-19,0.3922111602280503
2005-02-20,1.5101517398069353
2005-02-21,1.2871562748526162
2005-02-22,1.3540314278878045
2005-02-23,1.1901985487413271
2005-02-24,1.4864940085756717
2005-02-25,1.4762314963483087
2005-02-26,1.4762314963483087
2005-02-27,1.2440412213159449
2005-02-28,1.3947951643884093
2005-03-01,1.4666739738468668
2005-03-02,1.3123419260930522
2005-03-03,1.3254755277922672
2005-03-04,1.4417298303929982
2005-03-05,0.4676931662040673
2005-03-06,0.8308591734317436
2005-03-07,1.4412482755592841
2005-03-08,1.3337112660841275
2005-03-09,1.4414516074486727
2005-03-10,1.3044685535064031
2005-03-11,1.4666525035081146
2005-03-12,1.468275573168586
2005-03-13,1.468275573168586
2005-03-14,1.4507188799660853
2005-03-15,1.4428028109057118
2005-03-16,1.4441936946415734
2005-03-17,1.4727986034898592
2005-03-18,1.495054618977003
2005-03-19,0.6524874426746518
2005-03-20,1.6120963013417713
2005-03-21,1.4314945514254702
2005-03-22,1.373585684663175
2005-03-23,1.381911278850005
2005-03-24,1.3045941887648609
2005-03-25,1.1922988681976776
2005-03-26,1.1922988681976776
2005-03-27,1.1922988681976776
2005-03-28,1.4720790267209864
2005-03-29,1.4758656375989854
2005-03-30,1.4723948362237969
2005-03-31,1.351020644387852
2005-04-01,1.5256053184652294
2005-04-02,0.5644987698913906
2005-04-03,1.7087008024880386
2005-04-04,1.3924721854101965
2005-04-05,1.4859290901934714
2005-04-06,1.5496958684870932
2005-04-07,1.50321029570537
2005-04-08,1.5221550123370693
2005-04-09,1.5221550123370693
2005-04-10,1.5221550123370693
2005-04-11,1.3057751396569983
2005-04-12,1.4658860810826373
2005-04-13,1.4710551197510757
2005-04-14,1.315968019184545
2005-04-15,1.3842124513588951
2005-04-16,0.5825052830748346
2005-04-17,0.5825052830748346
2005-04-18,1.3806008458697208
2005-04-19,1.5994235288296117
2005-04-20,1.4289201220322774
2005-04-21,1.5957310901393085
2005-04-22,1.5435953010190901
2005-04-23,1.7437651885196277
2005-04-24,1.7437651885196277
2005-04-25,1.2540135742758691
2005-04-26,1.5159415334409223
2005-04-27,1.3735068401693609
2005-04-28,1.4858796212759635
2005-04-29,1.2887100133140894
2005-04-30,1.2887100133140894
2005-05-01,1.1841039612620046
2005-05-02,1.416335021161299
2005-05-03,1.434139507021324
2005-05-04,1.3751172724475866
2005-05-05,1.4617500748478802
2005-05-06,1.5094719059616022
2005-05-07,1.5094719059616022
2005-05-08,0.9089071056251404
2005-05-09,1.3116004257479674
2005-05-10,1.6180188056912534
2005-05-11,1.6487631201546669
2005-05-12,1.5544414124361292
2005-05-13,1.5622097983699292
2005-05-14,1.400880635726015
2005-05-15,1.400880635726015
2005-05-16,1.4375434949681771
2005-05-17,1.7129447815348442
2005-05-18,1.716268737001583
2005-05-19,1.5179853617253969
2005-05-20,1.4863529647207419
2005-05-21,1.1745378663020596
2005-05-22,0.2117469204778292
2005-05-23,1.4256953538504298
2005-05-24,1.6752561138814912
2005-05-25,1.560115516080267
2005-05-26,1.4458480867269408
2005-05-27,1.440468167000715
2005-05-28,0.7423189808606001
2005-05-29,0.7423189808606001
2005-05-30,0.7417239108181217
2005-05-31,1.43138238398398
2005-06-01,1.5184378675328547
2005-06-02,1.434071682464466
2005-06-03,1.5733958356614568
2005-06-04,1.5733958356614568
2005-06-05,0.6466749764912143
2005-06-06,1.4280379208903973
2005-06-07,1.4580624866355814
2005-06-08,1.423924172916648
2005-06-09,1.5950997379479581
2005-06-10,1.5394457545708722
2005-06-11,1.357626894012817
2005-06-12,1.1042187344830554
2005-06-13,1.4174634817281748
2005-06-14,1.473264855556493
2005-06-15,1.5124022762133449
2005-06-16,1.660634736548805
2005-06-17,1.6612982442994393
2005-06-18,0.9652177235885498
2005-06-19,0.602934901748235
2005-06-20,1.4792217225737798
2005-06-21,1.498139812031205
2005-06-22,1.5462511592629755
2005-06-23,1.4452241792400415
2005-06-24,1.5948444084672446
2005-06-25,1.0501617704115638
2005-06-26,1.0501617704115638
2005-06-27,1.4788417186436609
2005-06-28,1.4419853760222832
2005-06-29,1.5038186731003762
2005-06-30,1.4270907740340866
2005-07-01,1.6134671451888185
2005-07-02,0.8857407378571326
2005-07-03,1.1303015690353253
2005-07-04,1.0910934497431073
2005-07-05,1.3786775446469042
2005-07-06,1.4780272303606523
2005-07-07,1.4553665210978919
2005-07-08,1.6065450540378918
2005-07-09,1.6065450540378918
2005-07-10,1.318179066998446
2005-07-11,1.4919182731611784
2005-07-12,1.5678357769266211
2005-07-13,1.4270870444841357
2005-07-14,1.3526594840017157
2005-07-15,1.4326544809739232
2005-07-16,1.1398115041465278
2005-07-17,0.6537237121001579
2005-07-18,1.4615456312011368
2005-07-19,1.667274859815262
2005-07-20,1.654521154356636
2005-07-21,1.478189113613613
2005-07-22,1.3617895214759421
2005-07-23,1.3617895214759421
2005-07-24,1.1185327889696737
2005-07-25,1.4675178493113632
2005-07-26,1.4750231502403648
2005-07-27,1.4294833313302966
2005-07-28,1.4006416608443064
2005-07-29,1.3508865828928194
2005-07-30,0.5277285722483808
2005-07-31,0.5277285722483808
2005-08-01,1.4517962797532258
2005-08-02,1.4836108625340088
2005-08-03,1.3961673511274406
2005-08-04,1.394769513131882
2005-08-05,1.4396337102141838
2005-08-06,1.4396337102141838
2005-08-07,1.4938832812843938
2005-08-08,1.461705130953315
2005-08-09,1.3963490984738915
2005-08-10,1.5291057015608636
2005-08-11,1.4722702790858158
2005-08-12,1.4676352695364383
2005-08-13,1.4676352695364383
2005-08-14,1.4707989391081968
2005-08-15,1.4611344800662258
2005-08-16,1.5859917334186502
2005-08-17,1.41636486539438
2005-08-18,1.399106593218479
2005-08-19,1.4173826626043176
2005-08-20,1.4173826626043176
2005-08-21,1.4173826626043176
2005-08-22,1.4389858328559246
2005-08-23,1.44653623365491
2005-08-24,1.5510327156229162
2005-08-25,1.5760926966679132
2005-08-26,1.480942592056908
2005-08-27,1.2458222367597065
2005-08-28,0.6351643798767984
2005-08-29,1.4785708570414324
2005-08-30,1.4928937066054346
2005-08-31,1.3384773396337926
2005-09-01,1.3025226316060543
2005-09-02,1.4370455995034774
2005-09-03,1.4370455995034774
2005-09-04,1.0872286790563437
2005-09-05,1.0952811751593303
2005-09-06,1.4713094806071814
2005-09-07,1.530218353056645
2005-09-08,1.3471522959337427
2005-09-09,1.5221181387829361
2005-09-10,1.5221181387829361
2005-09-11,1.5221181387829361
2005-09-12,1.4572402652541858
2005-09-13,1.646419052620013
2005-09-14,1.4766020301562452
2005-09-15,1.5436590112379691
2005-09-16,1.4765562928023623
2005-09-17,1.0274316112302175
2005-09-18,1.0274316112302175
2005-09-19,1.542249562904031
2005-09-20,1.6256860224834826
2005-09-21,1.4598104010089576
2005-09-22,1.4704734780253403
2005-09-23,1.4747626777502036
2005-09-24,1.4747626777502036
2005-09-25,1.2074736294581483
2005-09-26,1.4513326466035767
2005-09-27,1.4865036534640632
2005-09-28,1.6072303626368851
2005-09-29,1.582065470291329
2005-09-30,1.3988103087816661
2005-10-01,0.9842703195034116
2005-10-02,0.9842703195034116
2005-10-03,1.541465203425049
2005-10-04,1.6083554145842562
2005-10-05,1.4391697206038727
2005-10-06,1.4387665107111085
2005-10-07,1.4977397043244538
2005-10-08,1.4977397043244538
2005-10-09,0.427772515560071
2005-10-10,1.43299158922344
2005-10-11,1.5437590468424136
2005-10-12,1.5331717201334618
2005-10-13,1.4710259837623834
2005-10-14,1.4905211220582089
2005-10-15,1.1224950731046923
2005-10-16,1.1224950731046923
2005-10-17,1.450297508933574
2005-10-18,1.6563692731957191
2005-10-19,1.5094998028282764
2005-10-20,1.5843504338998835
2005-10-21,1.5912370389010213
2005-10-22,1.5912370389010213
2005-10-23,1.5912370389010213
2005-10-24,1.4252764790845742
2005-10-25,1.4731296764189008
2005-10-26,1.4741060908737973
2005-10-27,1.4739592094691394
2005-10-28,1.4443656908829436
2005-10-29,0.6328789563090635
2005-10-30,0.6328789563090635
2005-10-31,1.4469363204939063
2005-11-01,1.4994509564391136
2005-11-02,1.5307555227210554
